Supplementary File 1: Average recombination rates (based on all 4 pedigrees) for all 1 Mb bins. 
The start eand end position of the bins are shown in columns 4 and 6. 
Start and end positions were based on the exact position of the SNPs on genome build Sscrofa10.2. 
The names of the SNPs are shown in columns 3 and 5

ssc	Bin (1Mb)	snp start	position	snp end	position	rec rate  
5	86	ALGA0033204	86094560	CASI0006173	87048659	0,259486438
5	87	CASI0006173	87048659	DIAS0000438	88052676	0,763377961
5	88	DIAS0000438	88052676	ALGA0033284	89017490	0,502819973
5	89	ALGA0033284	89017490	ASGA0026626	90128642	0,984553528
5	90	ASGA0026626	90128642	ALGA0033342	91075254	0,964890734
5	91	ALGA0033342	91075254	H3GA0017058	92073891	1,633560583
5	92	H3GA0017058	92073891	ALGA0123814	93029076	1,52785031
5	93	ALGA0123814	93029076	ALGA0033477	94018164	1,291839448
5	94	ALGA0033477	94018164	DRGA0006181	95052729	0,661810748
5	95	DRGA0006181	95052729	MARC0076445	96024130	0,59876095
5	96	MARC0076445	96024130	ASGA0026778	97033934	0,368873219
5	97	ASGA0026778	97033934	ASGA0103337	98025183	0,943597877
5	98	ASGA0103337	98025183	ALGA0033778	99010975	1,820292883
5	99	ALGA0033778	99010975	DRGA0006240	100055947	2,372653596
5	100	DRGA0006240	100055947	ALGA0033799	101013243	0,562727715
5	101	ALGA0033799	101013243	ASGA0101924	102247795	0,471291076
5	102	ASGA0101924	102247795	ALGA0033862	103013980	1,380344269
5	103	ALGA0033862	103013980	ALGA0107635	104000831	1,238938246
5	104	ALGA0107635	104000831	ALGA0111038	105397108	1,205017378
5	105	ALGA0111038	105397108	ASGA0027138	106014977	1,228561472
5	106	ASGA0027138	106014977	ALGA0034170	107029477	0,708202483
5	107	ALGA0034170	107029477	ALGA0034265	108020226	0,722811305
5	108	ALGA0034265	108020226	ALGA0034215	109014722	0,119852781
5	109	ALGA0034215	109014722	ASGA0090075	109555334	0,000342907
6	1	MARC0019446	1829370	ALGA0124434	2042055	0,000351262
6	2	ALGA0124434	2042055	MARC0088620	3005254	0,001249058
6	3	MARC0088620	3005254	M1GA0026119	4085044	0,760671368
6	4	M1GA0026119	4085044	ASGA0087143	5109760	1,381481758
6	5	ASGA0087143	5109760	H3GA0017431	6090266	0,64450665
6	6	H3GA0017431	6090266	ALGA0034436	7000417	0,57925837
6	7	ALGA0034436	7000417	H3GA0017528	8019390	2,023748496
6	8	H3GA0017528	8019390	ALGA0120964	9149467	2,622936573
6	9	ALGA0120964	9149467	ALGA0113789	10020702	2,352728666
6	10	ALGA0113789	10020702	ALGA0108426	11003757	2,696076648
6	11	ALGA0108426	11003757	ASGA0027592	12005914	2,084551542
6	12	ASGA0027592	12005914	MARC0026633	13319364	0,720296539
6	13	MARC0026633	13319364	ASGA0096326	14813373	1,382152007
6	14	ASGA0096326	14813373	ASGA0027643	15000888	0,861162403
6	15	ASGA0027643	15000888	ALGA0117081	16013020	1,659031664
6	16	ALGA0117081	16013020	ALGA0116876	17189599	1,353749943
6	17	ALGA0116876	17189599	M1GA0025169	18019907	1,411966776
6	18	M1GA0025169	18019907	ASGA0027763	19002312	1,227906077
6	19	ASGA0027763	19002312	CASI0009550	20100569	1,164558557
6	20	CASI0009550	20100569	ALGA0034832	21014463	0,226568227
6	21	ALGA0034832	21014463	H3GA0017704	22021386	1,238988462
6	22	H3GA0017704	22021386	ASGA0101751	23005830	0,780736774
6	23	ASGA0101751	23005830	ALGA0108533	24005557	1,172524444
6	24	ALGA0108533	24005557	ASGA0084972	25114255	0,955251282
6	25	ASGA0084972	25114255	ALGA0034986	26110849	0,713725214
6	26	ALGA0034986	26110849	ASGA0027932	27402328	0,19944006
6	27	ASGA0027932	27402328	ASGA0100067	28054235	4,263612715
6	28	ASGA0100067	28054235	ALGA0035059	29196478	0,866518654
6	29	ALGA0035059	29196478	ALGA0035106	30009402	2,076523198
6	30	ALGA0035106	30009402	H3GA0017860	31038262	3,087389141
6	31	H3GA0017860	31038262	ALGA0035195	32034710	1,749780504
6	32	ALGA0035195	32034710	MARC0044021	32111986	0,173437455
6	34	ASGA0104299	34032969	MARC0019542	35011158	1,271248487
6	35	MARC0019542	35011158	ALGA0103009	36106926	1,147304963
6	36	ALGA0103009	36106926	H3GA0054966	37040339	1,403300517
6	37	H3GA0054966	37040339	ASGA0085764	38026430	0,833289819
6	38	ASGA0085764	38026430	ASGA0100136	39187023	0,464022956
6	39	ASGA0100136	39187023	ALGA0106186	40261586	0,393419768
6	40	ALGA0106186	40261586	ALGA0118476	41004930	0,244143427
6	41	ALGA0118476	41004930	SIRI0000740	42375050	0,632375569
6	42	SIRI0000740	42375050	MARC0017436	43090860	0,371309281
6	43	MARC0017436	43090860	MARC0018804	44006749	1,081329263
6	44	MARC0018804	44006749	ASGA0093641	45508033	0,208840454
6	45	ASGA0093641	45508033	ALGA0103984	46003088	0,157343046
6	46	ALGA0103984	46003088	ALGA0114125	47104925	0,131388414
6	47	ALGA0114125	47104925	ALGA0122750	48031641	0,186895465
6	48	ALGA0122750	48031641	ASGA0089838	49146524	0,094339194
6	49	ASGA0089838	49146524	DIAS0004447	50037571	0,039099502
6	50	DIAS0004447	50037571	ALGA0122867	51104922	0,124661635
6	51	ALGA0122867	51104922	MARC0086794	52063034	0,11956148
6	52	MARC0086794	52063034	ALGA0035361	53017409	0,055969701
6	53	ALGA0035361	53017409	M1GA0008562	53751828	0,10537445
6	55	ASGA0083917	55046176	M1GA0024787	56570180	0,068753102
6	56	M1GA0024787	56570180	MARC0011716	57107592	0,188666872
6	57	MARC0011716	57107592	M1GA0026195	58080576	0,216429165
6	58	M1GA0026195	58080576	MARC0016324	59213073	0,536681147
6	59	MARC0016324	59213073	ASGA0083587	60127936	0,219178081
6	60	ASGA0083587	60127936	MARC0086195	61057118	1,015254446
6	61	MARC0086195	61057118	ASGA0084328	62189443	0,656907469
6	62	ASGA0084328	62189443	ASGA0102975	63053534	1,184254819
6	63	ASGA0102975	63053534	ASGA0100042	64045479	0,573524588
6	64	ASGA0100042	64045479	M1GA0008611	65081101	0,450334187
6	65	M1GA0008611	65081101	ASGA0089324	66072075	0,475824661
6	66	ASGA0089324	66072075	ASGA0098899	67028711	0,385034969
6	67	ASGA0098899	67028711	ALGA0115562	68428074	0,183159796
6	68	ALGA0115562	68428074	ASGA0028507	69006213	1,373742513
6	69	ASGA0028507	69006213	MARC0065137	70126549	0,560986755
6	70	MARC0065137	70126549	ASGA0106005	71011913	1,150838385
6	71	ASGA0106005	71011913	MARC0076958	72546322	0,534696326
6	72	MARC0076958	72546322	ASGA0083165	73127988	0,614739168
6	73	ASGA0083165	73127988	ASGA0028587	74002918	0,469675949
6	74	ASGA0028587	74002918	ASGA0095515	75256228	0,283767338
6	75	ASGA0095515	75256228	ALGA0116054	76056354	0,216891042
6	76	ALGA0116054	76056354	MARC0000030	77035698	0,481872199
6	77	MARC0000030	77035698	ALGA0114347	78048683	0,149225883
6	78	ALGA0114347	78048683	MARC0070959	79846844	0,384990074
6	79	MARC0070959	79846844	ASGA0105733	80008558	1,851451578
6	80	ASGA0105733	80008558	H3GA0056112	81021081	0,437285097
6	81	H3GA0056112	81021081	ALGA0035880	82014983	0,249102826
6	82	ALGA0035880	82014983	DRGA0006636	83405879	0,121835267
6	83	DRGA0006636	83405879	ASGA0084188	84010187	1,116099006
6	84	ASGA0084188	84010187	MARC0114292	85558064	0,34602365
6	85	MARC0114292	85558064	ASGA0098132	86017603	1,609811125
6	86	ASGA0098132	86017603	MARC0031133	87146590	1,215898862
6	87	MARC0031133	87146590	ASGA0028951	88011983	0,135612865
6	88	ASGA0028951	88011983	ALGA0036130	89191022	0,031005885
6	89	ALGA0036130	89191022	CASI0006620	90352248	0,689666288
6	90	CASI0006620	90352248	ALGA0036145	91031831	0,339013653
6	91	ALGA0036145	91031831	ASGA0102000	92269778	0,519933171
6	92	ASGA0102000	92269778	MARC0069492	93012456	0,253698163
6	93	MARC0069492	93012456	ASGA0103343	94320517	0,530871719
6	94	ASGA0103343	94320517	MARC0099148	95085460	0,265271091
6	95	MARC0099148	95085460	ASGA0097695	96057833	0,213611747
6	96	ASGA0097695	96057833	DIAS0001612	97022833	0,408227581
6	97	DIAS0001612	97022833	ALGA0036266	98034834	0,073152933
6	98	ALGA0036266	98034834	MARC0069477	99135401	0,32645709
6	99	MARC0069477	99135401	ASGA0095625	100016231	0,141151837
6	100	ASGA0095625	100016231	DIAS0000899	101036334	0,285162079
6	101	DIAS0000899	101036334	INRA0021976	102098390	0,485567806
6	102	INRA0021976	102098390	ASGA0029173	103034132	0,318963276
6	103	ASGA0029173	103034132	ASGA0095497	104100988	0,105515196
6	104	ASGA0095497	104100988	ALGA0036385	105043606	0,471834839
6	105	ALGA0036385	105043606	ALGA0036415	106010991	0,115657548
6	106	ALGA0036415	106010991	MARC0089093	107125950	0,082805123
6	107	MARC0089093	107125950	MARC0086706	108171894	0,272616792
6	108	MARC0086706	108171894	MARC0062299	109293981	0,098221638
6	109	MARC0062299	109293981	MARC0094627	110077183	0,12788713
6	110	MARC0094627	110077183	MARC0062521	111047373	0,198267712
6	111	MARC0062521	111047373	MARC0051801	112091485	0,175906551
6	112	MARC0051801	112091485	ASGA0083580	113074700	0,389432248
6	113	ASGA0083580	113074700	ALGA0036546	114005432	0,564296903
6	114	ALGA0036546	114005432	H3GA0016321	115101074	0,246029403
6	115	H3GA0016321	115101074	ALGA0036566	116010663	0,090766933
6	116	ALGA0036566	116010663	ASGA0029330	117172816	0,146434012
6	117	ASGA0029330	117172816	ALGA0036604	118009798	0,372031215
6	118	ALGA0036604	118009798	ALGA0036646	119093364	0,370050716
6	119	ALGA0036646	119093364	ALGA0036666	120008587	0,292454616
6	120	ALGA0036666	120008587	ALGA0107984	121179872	0,163050816
6	121	ALGA0107984	121179872	ALGA0036742	122231130	0,481092794
6	122	ALGA0036742	122231130	H3GA0018816	123075357	0,409847113
6	123	H3GA0018816	123075357	MARC0029787	124059477	0,18778544
6	124	MARC0029787	124059477	ALGA0105441	125116493	0,523277173
6	125	ALGA0105441	125116493	ASGA0029527	126023550	0,239564322
6	126	ASGA0029527	126023550	M1GA0008912	127019518	0,676325267
6	127	M1GA0008912	127019518	ASGA0103810	128062298	0,475704389
6	128	ASGA0103810	128062298	ALGA0036978	129103988	0,343863256
6	129	ALGA0036978	129103988	ALGA0037010	130083282	0,44933972
6	130	ALGA0037010	130083282	ALGA0122487	131184737	0,444236397
6	131	ALGA0122487	131184737	MARC0001475	132032339	0,799893376
6	132	MARC0001475	132032339	ALGA0110589	133030240	0,221976192
6	133	ALGA0110589	133030240	ASGA0029653	134141272	1,554097997
6	134	ASGA0029653	134141272	INRA0022506	135074196	1,078621558
6	135	INRA0022506	135074196	ALGA0103137	136598384	1,483122794
6	136	ALGA0103137	136598384	ASGA0086741	137044171	3,051198385
6	137	ASGA0086741	137044171	H3GA0018994	138242235	0,99479759
6	138	H3GA0018994	138242235	MARC0090227	139045500	3,57913966
6	139	MARC0090227	139045500	ALGA0037277	140025895	1,314693919
6	140	ALGA0037277	140025895	ALGA0037343	141143654	1,303394911
6	141	ALGA0037343	141143654	ASGA0102327	142179174	1,193769578
6	142	ASGA0102327	142179174	H3GA0019109	143021550	1,708994089
6	143	H3GA0019109	143021550	INRA0022701	144047257	3,192768422
6	144	INRA0022701	144047257	ASGA0096660	145065756	2,344926204
6	145	ASGA0096660	145065756	ASGA0030032	146284008	1,829286248
6	146	ASGA0030032	146284008	M1GA0008975	147007251	4,778137042
6	147	M1GA0008975	147007251	ALGA0037589	148004363	0,453954444
6	148	ALGA0037589	148004363	INRA0022797	149122302	0,249474741
6	149	INRA0022797	149122302	ALGA0106508	150101096	0,441742058
6	150	ALGA0106508	150101096	ASGA0084555	151053568	1,435295867
6	151	ASGA0084555	151053568	ASGA0105570	152208520	1,618099467
6	152	ASGA0105570	152208520	ASGA0030235	153149742	1,716420259
6	153	ASGA0030235	153149742	ASGA0030273	154110204	1,441323242
6	154	ASGA0030273	154110204	M1GA0009091	155139641	1,330367238
6	155	M1GA0009091	155139641	MARC0109147	156179469	0,232319427
6	156	MARC0109147	156179469	M1GA0026172	157003423	0,38142065
6	157	M1GA0026172	157003423	DRGA0007034	157713064	0,012627744
7	0	INRA0022919	48748	INRA0022956	1035119	0,000133406
7	1	INRA0022956	1035119	MARC0023105	2034057	0,328968107
7	2	MARC0023105	2034057	MARC0115216	3195217	0,68785703
7	3	MARC0115216	3195217	ALGA0038038	4033259	1,868745461
7	4	ALGA0038038	4033259	H3GA0019644	5020698	3,030295002
7	5	H3GA0019644	5020698	ALGA0038234	6000797	2,817883231
7	6	ALGA0038234	6000797	DRGA0007080	7001964	1,544822734
7	7	DRGA0007080	7001964	ASGA0030978	8003501	3,247018242
7	8	ASGA0030978	8003501	DRGA0007110	9003631	2,212788085
7	9	DRGA0007110	9003631	ASGA0031116	10052645	3,968616157
7	10	ASGA0031116	10052645	ASGA0031167	11136187	1,528462985
7	11	ASGA0031167	11136187	ASGA0031237	12019377	3,006830812
7	12	ASGA0031237	12019377	ASGA0031322	13023831	3,33511091
7	13	ASGA0031322	13023831	ASGA0031362	14079734	0,885895516
7	14	ASGA0031362	14079734	DRGA0007165	15057420	1,515241495
7	15	DRGA0007165	15057420	ALGA0038863	16062680	0,702429412
7	16	ALGA0038863	16062680	ASGA0031499	17027287	1,512054937
7	17	ASGA0031499	17027287	ALGA0039018	18009952	2,124108519
7	18	ALGA0039018	18009952	CASI0008531	19004434	2,591595781
7	19	CASI0008531	19004434	ALGA0039144	20072507	0,6953375
7	20	ALGA0039144	20072507	ALGA0039240	21006494	2,290169275
7	21	ALGA0039240	21006494	H3GA0020299	22026124	0,490828751
7	22	H3GA0020299	22026124	ALGA0039422	23022559	0,138026527
7	23	ALGA0039422	23022559	ASGA0031860	24017747	0,035509045
7	24	ASGA0031860	24017747	ASGA0031928	25105017	0,07712694
7	25	ASGA0031928	25105017	BGIS0007825	26018853	0,158467077
7	26	BGIS0007825	26018853	ASGA0031968	27019705	0,090338389
7	27	ASGA0031968	27019705	MARC0009178	28014685	0,12657743
7	28	MARC0009178	28014685	DIAS0002153	29040724	0,182705121
7	29	DIAS0002153	29040724	DRGA0007396	30036530	0,833303643
7	30	DRGA0007396	30036530	ASGA0032174	31045816	1,17767818
7	31	ASGA0032174	31045816	ALGA0039990	32016844	0,429859171
7	32	ALGA0039990	32016844	ASGA0032304	33017627	0,521015072
7	33	ASGA0032304	33017627	ALGA0040153	34026230	0,50541366
7	34	ALGA0040153	34026230	ALGA0040260	35002839	0,707182809
7	35	ALGA0040260	35002839	DIAS0002337	36108994	1,180004345
7	36	DIAS0002337	36108994	ASGA0032627	37026669	0,12767249
7	37	ASGA0032627	37026669	ASGA0032688	38006859	0,418948273
7	38	ASGA0032688	38006859	INRA0024916	39051601	0,154441095
7	39	INRA0024916	39051601	H3GA0021033	40029052	0,838572352
7	40	H3GA0021033	40029052	ALGA0040717	41004531	0,397105934
7	41	ALGA0040717	41004531	ALGA0040803	42024915	1,081309074
7	42	ALGA0040803	42024915	ALGA0040849	43037006	0,486753476
7	43	ALGA0040849	43037006	ASGA0033134	44021990	0,308133903
7	44	ASGA0033134	44021990	ASGA0033182	45004542	0,699023647
7	45	ASGA0033182	45004542	H3GA0021292	46124935	0,661198846
7	46	H3GA0021292	46124935	ASGA0033261	47037298	1,284486571
7	47	ASGA0033261	47037298	ALGA0041077	48105743	0,661234833
7	48	ALGA0041077	48105743	DRGA0007539	49035166	1,281171988
7	49	DRGA0007539	49035166	ALGA0041266	50028824	1,389185863
7	50	ALGA0041266	50028824	DRGA0007573	51027425	0,732934861
7	51	DRGA0007573	51027425	MARC0093483	52038431	0,409392768
7	52	MARC0093483	52038431	DRGA0007600	53018942	0,574018065
7	53	DRGA0007600	53018942	ALGA0041685	54010631	0,15385549
7	54	ALGA0041685	54010631	MARC0053407	55030156	0,572511794
7	55	MARC0053407	55030156	MARC0098532	56025148	0,927807053
7	56	MARC0098532	56025148	ALGA0042049	57012925	0,189175105
7	57	ALGA0042049	57012925	ALGA0042134	58188115	0,276376488
7	58	ALGA0042134	58188115	ALGA0042183	59039109	0,503725792
7	59	ALGA0042183	59039109	ASGA0034205	60134289	0,252257873
7	60	ASGA0034205	60134289	INRA0026114	61067623	0,177526332
7	61	INRA0026114	61067623	ALGA0042239	62010270	0,126152769
7	62	ALGA0042239	62010270	INRA0026185	63015572	0,162282443
7	63	INRA0026185	63015572	MARC0050009	64059030	0,190642592
7	64	MARC0050009	64059030	ASGA0034307	65004224	0,333900679
7	65	ASGA0034307	65004224	H3GA0021972	66304912	0,074292354
7	66	H3GA0021972	66304912	ALGA0042353	67107544	0,184449073
7	67	ALGA0042353	67107544	ALGA0042365	68047313	0,141204903
7	68	ALGA0042365	68047313	INRA0026318	69020954	0,060191238
7	69	INRA0026318	69020954	ALGA0112394	70065496	0,570456594
7	70	ALGA0112394	70065496	M1GA0010466	71050477	0,583459366
7	71	M1GA0010466	71050477	DRGA0007748	72026564	0,64178853
7	72	DRGA0007748	72026564	ASGA0034445	73011207	0,038428018
7	73	ASGA0034445	73011207	ALGA0042514	74061306	0,118328048
7	74	ALGA0042514	74061306	INRA0026427	75033437	0,098878491
7	75	INRA0026427	75033437	ALGA0042526	76111756	0,083286857
7	76	ALGA0042526	76111756	ALGA0042537	77009237	0,021491904
7	77	ALGA0042537	77009237	DRGA0007822	78031358	0,087464326
7	78	DRGA0007822	78031358	MARC0049081	79065546	0,147440276
7	79	MARC0049081	79065546	ALGA0042615	80112668	0,228709909
7	80	ALGA0042615	80112668	ALGA0042639	81035442	0,239240388
7	81	ALGA0042639	81035442	ASGA0034543	82003775	0,071542003
7	82	ASGA0034543	82003775	INRA0026622	83057633	0,085547338
7	83	INRA0026622	83057633	INRA0026660	84098952	0,044361967
7	84	INRA0026660	84098952	INRA0026728	84734047	0,00039765
7	86	DRGA0007911	86118351	ALGA0042902	87029852	0,747287346
7	87	ALGA0042902	87029852	ALGA0042967	88049012	0,46736259
7	88	ALGA0042967	88049012	ALGA0043005	89014128	0,80072587
7	89	ALGA0043005	89014128	INRA0026924	90011443	0,507545407
7	90	INRA0026924	90011443	ALGA0043120	91019546	0,80547041
7	91	ALGA0043120	91019546	DRGA0007977	92008578	0,412434039
7	92	DRGA0007977	92008578	ALGA0043246	93005460	1,106280017
7	93	ALGA0043246	93005460	INRA0027027	94387302	0,243584899
7	94	INRA0027027	94387302	H3GA0022379	95010323	0,434308836
7	95	H3GA0022379	95010323	MARC0037656	96000929	0,416110244
7	96	MARC0037656	96000929	ASGA0035212	97036575	0,207592854
7	97	ASGA0035212	97036575	ALGA0043650	98003978	0,520874293
7	98	ALGA0043650	98003978	MARC0082277	99021825	1,119861579
7	99	MARC0082277	99021825	ALGA0043835	100038150	0,947150141
7	100	ALGA0043835	100038150	H3GA0022598	101022085	0,684322398
7	101	H3GA0022598	101022085	ASGA0035466	102013846	2,338184628
7	102	ASGA0035466	102013846	ALGA0043941	103001352	0,539589663
7	103	ALGA0043941	103001352	MARC0086617	104051815	0,907704203
7	104	MARC0086617	104051815	ASGA0035551	105022346	0,84538387
7	105	ASGA0035551	105022346	ALGA0044071	106028315	1,117265502
7	106	ALGA0044071	106028315	H3GA0022777	107307147	0,759603478
7	107	H3GA0022777	107307147	INRA0027828	108071051	1,054390452
7	108	INRA0027828	108071051	H3GA0022804	109049333	0,955977498
7	109	H3GA0022804	109049333	ASGA0035798	110024659	0,703696122
7	110	ASGA0035798	110024659	ALGA0044330	111019262	0,444629195
7	111	ALGA0044330	111019262	ALGA0044374	112053041	0,430932678
7	112	ALGA0044374	112053041	ALGA0044411	113020823	0,728350127
7	113	ALGA0044411	113020823	ALGA0044461	114081936	1,355832957
7	114	ALGA0044461	114081936	ALGA0044514	115014212	1,747043868
7	115	ALGA0044514	115014212	MARC0008678	116032422	1,642193681
7	116	MARC0008678	116032422	ALGA0044675	117036639	1,730811889
7	117	ALGA0044675	117036639	ALGA0044783	118022203	1,933408689
7	118	ALGA0044783	118022203	MARC0011341	119018157	1,669449449
7	119	MARC0011341	119018157	MARC0058794	120016852	1,39128699
7	120	MARC0058794	120016852	ASGA0036437	121017867	2,170969466
7	121	ASGA0036437	121017867	H3GA0023254	122018910	1,341229475
7	122	H3GA0023254	122018910	ASGA0036544	123132345	1,181595706
7	123	ASGA0036544	123132345	M1GA0010933	124018132	2,390222706
7	124	M1GA0010933	124018132	M1GA0010987	125008742	1,312930368
7	125	M1GA0010987	125008742	ASGA0036846	126014404	2,093394375
7	126	ASGA0036846	126014404	H3GA0023562	127042709	0,953399529
7	127	H3GA0023562	127042709	ASGA0036934	128019403	1,836341868
7	128	ASGA0036934	128019403	M1GA0011231	129041116	0,319103202
7	129	M1GA0011231	129041116	ASGA0037208	130031038	0,326878196
7	130	ASGA0037208	130031038	ASGA0037279	131247052	1,328939008
7	131	ASGA0037279	131247052	ALGA0115984	132107366	0,000546823
7	132	ALGA0115984	132107366	ALGA0045891	132468484	0,435207151
8	0	H3GA0024002	811090	ALGA0122458	1206206	0,000269279
8	1	ALGA0122458	1206206	ALGA0046101	2084589	0,079471151
8	2	ALGA0046101	2084589	MARC0042148	3180011	0,540285058
8	3	MARC0042148	3180011	ASGA0037542	4073092	0,928579239
8	4	ASGA0037542	4073092	ASGA0037550	5065847	1,318154496
8	5	ASGA0037550	5065847	ASGA0037686	6254186	2,203790746
8	6	ASGA0037686	6254186	MARC0000668	7106440	3,177956257
8	7	MARC0000668	7106440	ALGA0102137	8145247	2,184312387
8	8	ALGA0102137	8145247	ASGA0037687	9026929	0,473982074
8	9	ASGA0037687	9026929	ALGA0103700	10036134	1,738958587
8	10	ALGA0103700	10036134	ASGA0096162	11021821	1,711127806
8	11	ASGA0096162	11021821	ALGA0103589	12144490	1,78789342
8	12	ALGA0103589	12144490	ALGA0046512	13111033	1,321299963
8	13	ALGA0046512	13111033	ALGA0046534	14098861	0,369356159
8	14	ALGA0046534	14098861	ASGA0037899	15213796	0,584264367
8	15	ASGA0037899	15213796	DRGA0008347	16014162	0,522929792
8	16	DRGA0008347	16014162	ASGA0084241	17019937	0,830244955
8	17	ASGA0084241	17019937	H3GA0024406	18012569	1,074479532
8	18	H3GA0024406	18012569	ASGA0099602	19014542	3,74661766
8	19	ASGA0099602	19014542	MARC0006286	20094203	1,913575173
8	20	MARC0006286	20094203	ALGA0046848	21000928	1,249585141
8	21	ALGA0046848	21000928	ALGA0046920	22094921	0,481614971
8	22	ALGA0046920	22094921	CASI0010108	23033602	0,572341392
8	23	CASI0010108	23033602	M1GA0011852	24319267	0,490416483
8	24	M1GA0011852	24319267	ALGA0119566	25020120	0,902755746
8	25	ALGA0119566	25020120	ASGA0038219	26012508	0,220213919
8	26	ASGA0038219	26012508	INRA0029420	27009610	0,217924489
8	27	INRA0029420	27009610	ALGA0047084	28248470	1,082467214
8	28	ALGA0047084	28248470	ALGA0047109	29026480	0,282443836
8	29	ALGA0047109	29026480	ASGA0038311	30007914	0,1293311
8	30	ASGA0038311	30007914	ALGA0047289	31034477	0,936192254
8	31	ALGA0047289	31034477	ALGA0104055	32068806	1,606874128
8	32	ALGA0104055	32068806	MARC0049662	33068369	0,343890896
8	33	MARC0049662	33068369	MARC0098261	34026040	0,629714899
8	34	MARC0098261	34026040	ASGA0038607	35181037	1,206501211
8	35	ASGA0038607	35181037	ASGA0091078	36098692	0,639534936
8	36	ASGA0091078	36098692	ASGA0096723	37029609	0,12255011
8	37	ASGA0096723	37029609	DRGA0008548	38293338	0,436157413
8	38	DRGA0008548	38293338	ALGA0047672	39014921	0,84252681
8	39	ALGA0047672	39014921	ALGA0047680	40051706	0,25475289
8	40	ALGA0047680	40051706	H3GA0056066	41047757	0,256153617
8	41	H3GA0056066	41047757	ALGA0047774	42055005	0,980015087
8	42	ALGA0047774	42055005	ALGA0123881	43068687	1,330319396
8	43	ALGA0123881	43068687	H3GA0024843	44038860	0,511858537
8	44	H3GA0024843	44038860	ALGA0119079	45191096	0,061654137
8	45	ALGA0119079	45191096	MARC0039159	46447767	0,429392297
8	46	MARC0039159	46447767	MARC0029724	47035822	0,035038505
8	47	MARC0029724	47035822	H3GA0024856	47582919	0,192142363
8	49	MARC0085941	49027264	ASGA0038797	50029364	0,025611962
8	50	ASGA0038797	50029364	MARC0063673	51018124	0,369743406
8	51	MARC0063673	51018124	H3GA0024875	52134330	0,043569831
8	52	H3GA0024875	52134330	MARC0087739	52765124	0,019313791
8	54	MARC0024662	54201619	ALGA0047889	55181102	0,00965889
8	55	ALGA0047889	55181102	ALGA0047896	56064449	0,034919535
8	56	ALGA0047896	56064449	MARC0013221	57262741	0,259649437
8	57	MARC0013221	57262741	H3GA0024889	58025637	0,026911537
8	58	H3GA0024889	58025637	ASGA0100508	59002816	0,070469975
8	59	ASGA0100508	59002816	MARC0020164	60101922	0,028752667
8	60	MARC0020164	60101922	ALGA0047958	61100526	0,013455846
8	61	ALGA0047958	61100526	ALGA0047961	62414348	0,008570881
8	62	ALGA0047961	62414348	MARC0064305	63062434	0,011591947
8	63	MARC0064305	63062434	ALGA0047979	64318523	0,024739733
8	64	ALGA0047979	64318523	H3GA0024905	65027400	0,014685394
8	65	H3GA0024905	65027400	MARC0051033	66027033	0,027336072
8	66	MARC0051033	66027033	H3GA0024919	67251227	0,030823763
8	67	H3GA0024919	67251227	ASGA0085363	68055002	0,015166627
8	68	ASGA0085363	68055002	MARC0109694	69342122	0,042619216
8	69	MARC0109694	69342122	ASGA0038898	70033358	0,060638056
8	70	ASGA0038898	70033358	DIAS0003309	71509787	0,014291767
8	71	DIAS0003309	71509787	MARC0063931	72077897	0,031486414
8	72	MARC0063931	72077897	CASI0009910	73108818	0,055423864
8	73	CASI0009910	73108818	ALGA0048099	74017045	0,260431645
8	74	ALGA0048099	74017045	MARC0022851	75063893	0,619115829
8	75	MARC0022851	75063893	MARC0000132	76109453	0,608908697
8	76	MARC0000132	76109453	ASGA0039000	77042848	0,540917537
8	77	ASGA0039000	77042848	MARC0055519	78060350	0,21059801
8	78	MARC0055519	78060350	ALGA0112460	79177836	0,470670628
8	79	ALGA0112460	79177836	ALGA0113773	80038062	1,269688279
8	80	ALGA0113773	80038062	H3GA0025014	81017438	0,550873839
8	81	H3GA0025014	81017438	MARC0051132	82012032	1,213799254
8	82	MARC0051132	82012032	ALGA0048308	83018908	0,124493235
8	83	ALGA0048308	83018908	ASGA0100970	84029728	0,221160179
8	84	ASGA0100970	84029728	MARC0086323	85070054	0,882753665
8	85	MARC0086323	85070054	ASGA0098295	86016419	0,512138008
8	86	ASGA0098295	86016419	ALGA0048393	87249667	0,216794638
8	87	ALGA0048393	87249667	ALGA0048411	88036079	0,419765292
8	88	ALGA0048411	88036079	ALGA0048438	89229128	0,35960685
8	89	ALGA0048438	89229128	ASGA0039198	90096395	0,228677354
8	90	ASGA0039198	90096395	DRGA0008681	91033467	0,197895817
8	91	DRGA0008681	91033467	ALGA0048538	92067978	0,668719016
8	92	ALGA0048538	92067978	ALGA0048583	93209866	0,412308353
8	93	ALGA0048583	93209866	MARC0093552	94303744	0,290572181
8	94	MARC0093552	94303744	MARC0056102	95024815	0,186102405
8	95	MARC0056102	95024815	ASGA0039347	96756826	0,028026662
8	96	ASGA0039347	96756826	ALGA0105930	97285456	0,036006676
8	97	ALGA0105930	97285456	MARC0031007	98547289	0,07508501
8	98	MARC0031007	98547289	ASGA0039365	99027479	0,075539744
8	99	ASGA0039365	99027479	ASGA0039378	100219507	0,01302865
8	100	ASGA0039378	100219507	H3GA0025193	101024686	0,049030947
8	101	H3GA0025193	101024686	MARC0045606	102031078	0,0142828
8	102	MARC0045606	102031078	DIAS0004304	103042502	0,021024476
